[Adept]
	{hero
		(type	hero)
		(subtype hero)
		(title Adept)
		(original_type Hero)
		(EnemyType monster)
		(Idle_action	basic_idle)
		(attack_action basic_attack)
		(Cast_Action Basic_Cast)
		(PrimaryStat ATTRIB_Strength)
		(PrimaryStat_Name Strength)
		(UpArtificeChance 	40)
		(UpIntelligenceChance 	65)
		(UpStrengthChance	60)
		(UpVitalityChance 	55)
		(UpWillpowerChance 	50)
		(UpWisdomChance 	45)
		(Friend	xx)
		(Equipment_RightHandType		FightingStaff)
		(Equipment_LeftHandType			Nothing)
		(Equipment_BodyArmorType		Light)
		(Equipment_HeadType				Light)
		(Equipment_BeltType				Light)
		(Equipment_GlovesType			Light)
		(Equipment_BootsType			Light)
		(Equipment_RightHand		Nothing)
		(Equipment_LeftHand			Nothing)
		(Equipment_BodyArmor		Nothing)
		(Equipment_Head				Nothing)
		(Equipment_Belt				Nothing)
		(Equipment_Gloves			Nothing)
		(Equipment_Boots			Nothing)
		(Equipment_Ring1			Nothing)
		(Equipment_Ring2			Nothing)
		(Equipment_Amulet			Nothing)
		(Starting_Equipment_1		ShortStaff)
		(Starting_Equipment_2		SoftLeatherArmor)
		(Starting_Equipment_3		Nothing)
		(attacktype 1)
		(castingrange 75)
		(PercentageHPRetreat 35)
		(enemy_estimation .8)
		(self_estimation 1.2)
		(Greed 2)
		(Loyalty 95)
		(Luck 15)
		(TASK_typeBaseChancePrepare		65)
		(TASK_typeBaseChanceCombat		40)
		(TASK_typeBaseChanceExplore		40)
		(TASK_typeBaseChanceIdle			25)
		(Upgrade_Armor_Chance	100)
		(Upgrade_Weapon_Chance	100)
		(Poison_Weapon_Chance	100)
		(evaluationScript	eval_enemies_nearby)
		(activeScript	       	NextTask)
		(basicscript					NextTask)
		(StartingScript						NextTask)
		(TASK_StartingScript						Adept_Task_Packages)
		(TASK_TaskScript						General_Task_Cycle)
		(TASK_activeType						Prepare)
		(birthScript		adept_birth)
		(IGdeathscript		gravestone)
		(Attack_Damage_Based_On_Weapon	True)
		(IntentExt		ADEPT)
	}
[end]

[Barbarian]
	{hero
		(type	hero)
		(subtype hero)
		(title Barbarian)
		(original_type Hero)
		(EnemyType monster)
		(Idle_action	basic_idle)
		(attack_action basic_attack)
		(Cast_Action Basic_Cast)
		(PrimaryStat ATTRIB_Vitality)
		(PrimaryStat_Name Vitality)
		(UpArtificeChance 	10)
		(UpIntelligenceChance 	5)
		(UpStrengthChance 	90)
		(UpVitalityChance	80)
		(UpWillpowerChance 	45)
		(UpWisdomChance 	15)
		(Friend	xx)
		(Equipment_RightHandType		Axe)
		(Equipment_LeftHandType			Club)
		(Equipment_BodyArmorType		Light)
		(Equipment_HeadType				Light)
		(Equipment_BeltType				Light)
		(Equipment_GlovesType			Light)
		(Equipment_BootsType			Light)
		(Equipment_RightHand		Nothing)
		(Equipment_LeftHand			Nothing)
		(Equipment_BodyArmor		Nothing)
		(Equipment_Head				Nothing)
		(Equipment_Belt				Nothing)
		(Equipment_Gloves			Nothing)
		(Equipment_Boots			Nothing)
		(Equipment_Ring1			Nothing)
		(Equipment_Ring2			Nothing)
		(Equipment_Amulet			Nothing)
		(Starting_Equipment_1		Axe)
		(Starting_Equipment_2		SoftLeatherArmor)
		(Starting_Equipment_3		Nothing)
		(attacktype 1)
		(castingrange 75)
		(PercentageHPRetreat 35)
		(enemy_estimation .7)
		(self_estimation 1.7)
		(Greed 9)
		(Loyalty 40)
		(Luck 15)
		(criticalIncrease 1)
		(TASK_typeBaseChancePrepare		25)
		(TASK_typeBaseChanceCombat		80)
		(TASK_typeBaseChanceExplore		20)
		(TASK_typeBaseChanceIdle			15)
		(Upgrade_Armor_Chance	40)
		(Upgrade_Weapon_Chance	75)
		(Poison_Weapon_Chance	75)
		(evaluationScript	eval_enemies_nearby)
		(activeScript	       	NextTask)
		(basicscript					NextTask)
		(StartingScript						NextTask)
		(TASK_StartingScript						Barbarian_Task_Packages)
		(TASK_TaskScript						General_Task_Cycle)
		(TASK_activeType						Prepare)
		(birthScript					hero_birth)
		(IGdeathscript		Barbarian_Death)
		(Attack_Damage_Based_On_Weapon	True)
		(IntentExt		BARBARIAN)
	}
[end]

[Cultist]
	{hero
		(type	hero)
		(subtype hero)
		(title Cultist)
		(original_type Hero)
		(EnemyType monster)
		(Idle_action	basic_idle)
		(attack_action 		Cultist_Dagger)
		(special_attack_action  Fire_Dagger)
		(Cast_Action Basic_Cast)
		(Pickup_Action Basic_Pickup)
		(PrimaryStat ATTRIB_Artifice)
		(PrimaryStat_Name Artifice)
		(UpArtificeChance 	70)
		(UpIntelligenceChance 	60)
		(UpStrengthChance 	40)
		(UpVitalityChance 	30)
		(UpWillpowerChance 	65)
		(UpWisdomChance 	50)
		(Friend	Animal)
		(Equipment_RightHandType		ThrowingKnife)
		(Equipment_LeftHandType			Dagger)
		(Equipment_BodyArmorType		Light)
		(Equipment_HeadType				Medium)
		(Equipment_BeltType				Light)
		(Equipment_GlovesType			Light)
		(Equipment_BootsType			Light)
		(Equipment_RightHand		Nothing)
		(Equipment_LeftHand			Nothing)
		(Equipment_BodyArmor		Nothing)
		(Equipment_Head				Nothing)
		(Equipment_Belt				Nothing)
		(Equipment_Gloves			Nothing)
		(Equipment_Boots			Nothing)
		(Equipment_Ring1			Nothing)
		(Equipment_Ring2			Nothing)
		(Equipment_Amulet			Nothing)
		(Starting_Equipment_1		ThrowingKnife)
		(Starting_Equipment_2		SoftLeatherArmor)
		(Starting_Equipment_3		Nothing)
		(attacktype 1)
		(castingrange 200)
		(PercentageHPRetreat 35)
		(enemy_estimation 1.0)
		(self_estimation 1.3)
		(Immune_to_poison 1)
		(Loyalty 5)
		(Greed 5)
		(Luck 19)
		(Num_Followers 0)
		(Max_Followers 3)
		(TASK_typeBaseChancePrepare		70)
		(TASK_typeBaseChanceCombat		65)
		(TASK_typeBaseChanceExplore		30)
		(TASK_typeBaseChanceIdle			25)
		(Upgrade_Armor_Chance	85)
		(Upgrade_Weapon_Chance	85)
		(Poison_Weapon_Chance	100)
		(evaluationScript	cultist_eval_nearby)
		(activeScript	       	NextTask)
		(basicscript					NextTask)
		(StartingScript						NextTask)
		(TASK_StartingScript						Cultist_Task_Packages)
		(TASK_TaskScript						General_Task_Cycle)
		(TASK_activeType						Prepare)
		(birthScript		hero_birth)
		(IGdeathscript		gravestone)
		(Attack_Damage_Based_On_Weapon	True)
		(IntentExt		CULTIST)
	}
[end]

[Dwarf]
	{hero
		(type	hero)
		(subtype hero)
		(title Dwarf)
		(original_type Hero)
		(EnemyType monster)
		(Idle_action	basic_idle)
		(attack_action basic_attack)
		(Cast_Action Basic_Cast)
		(PrimaryStat ATTRIB_Strength)
		(PrimaryStat_Name Strength)
		(UpArtificeChance 	40)
		(UpIntelligenceChance 	55)
		(UpStrengthChance 	95)
		(UpVitalityChance 	75)
		(UpWillpowerChance 	20)
		(UpWisdomChance 	25)
		(Friend	xx)
		(Equipment_RightHandType		Hammer)
		(Equipment_LeftHandType			Hammer)
		(Equipment_BodyArmorType		Heavy)
		(Equipment_HeadType				Heavy)
		(Equipment_BeltType				Heavy)
		(Equipment_GlovesType			Heavy)
		(Equipment_BootsType			Heavy)
		(Equipment_RightHand		Nothing)
		(Equipment_LeftHand			Nothing)
		(Equipment_BodyArmor		Nothing)
		(Equipment_Head				Nothing)
		(Equipment_Belt				Nothing)
		(Equipment_Gloves			Nothing)
		(Equipment_Boots			Nothing)
		(Equipment_Ring1			Nothing)
		(Equipment_Ring2			Nothing)
		(Equipment_Amulet			Nothing)
		(Starting_Equipment_1		Hammer)
		(Starting_Equipment_2		PartialPlateArmor)
		(Starting_Equipment_3		Nothing)
		(attacktype 1)
		(castingrange 75)
		(Intelligence 9)
		(Strength 19)
		(PercentageHPRetreat 20)
		(enemy_estimation 1.0)
		(self_estimation 1.1)
		(Immune_to_poison 1)
		(Loyalty 15)
		(Greed 20)
		(Luck 15)
		(TASK_ConstructionRadius 3500)
		(TASK_typeBaseChancePrepare		75)
		(TASK_typeBaseChanceCombat		60)
		(TASK_typeBaseChanceExplore		5)
		(TASK_typeBaseChanceIdle			30)
		(Upgrade_Armor_Chance	100)
		(Upgrade_Weapon_Chance	100)
		(Poison_Weapon_Chance	75)
		(evaluationScript	eval_enemies_nearby)
		(activeScript	       	NextTask)
		(basicscript					NextTask)
		(StartingScript						NextTask)
		(TASK_StartingScript						Dwarf_Task_Packages)
		(TASK_TaskScript						General_Task_Cycle)
		(TASK_activeType						Prepare)
		(birthScript					hero_birth)
		(IGdeathscript		gravestone)
		(Attack_Damage_Based_On_Weapon	True)
